transaction_id,machine_id,location_city,location_type,refill_date,refill_time,product_id,product_name,product_category,unit_price,quantity_refilled,quantity_sold,current_stock,revenue_generated,refill_person_id,refill_person_name,machine_status,temperature_C,payment_method,avg_customer_rating,downtime_minutes,power_consumption_kwh,network_latency_ms,maintenance_flag,refill_datetime
VMX-18815,VM-107,Pune,Metro Station,07-07-2025,20:51:00,P-100,Lays Classic,Snacks,48.07,78.0,63.0,15.0,3028.41,RP-005,Mahesh,Maintenance,23.8,Card,2.9,18.0,1.73,102.0,1.0,2025-07-07 20:51:00
VMX-18816,VM-233,Hyderabad,Hospital,05-02-2025,23:02:00,P-103,Oreo Pack,Snacks,116.81,135.0,130.0,5.0,15185.3,RP-018,Mahesh,Maintenance,16.5,UPI,3.3,61.0,1.23,94.0,1.0,2025-02-05 23:02:00
VMX-18817,VM-219,Pune,Mall,10-09-2025,01:58:00,P-107,Colgate Mini,Hygiene,99.09,77.0,58.0,19.0,5747.22,RP-001,Deepa,Working,19.6,Cash,2.9,3.0,4.8,303.0,0.0,2025-09-10 01:58:00
VMX-18818,VM-136,Mumbai,Mall,30-04-2025,21:13:00,P-107,Colgate Mini,Hygiene,96.36,49.0,42.0,7.0,4047.12,RP-008,Mahesh,Low Power,24.4,Cash,2.7,85.0,4.5,150.0,1.0,2025-04-30 21:13:00
VMX-18819,VM-255,Mumbai,Office,14-01-2025,23:56:00,P-102,Bisleri Water,Drinks,76.94,175.0,159.0,16.0,12233.46,RP-017,Deepa,Low Power,11.3,Cash,2.7,69.0,1.32,496.0,0.0,2025-01-14 23:56:00
VMX-18820,VM-212,Pune,Metro Station,10-09-2025,17:43:00,P-105,Dettol Wipe,Hygiene,25.24,81.0,64.0,17.0,1615.36,RP-017,Ravi,Low Power,11.3,Cash,2.3,114.0,4.91,256.0,0.0,2025-09-10 17:43:00
VMX-18821,VM-266,Kolkata,Metro Station,15-07-2025,12:52:00,P-101,Pepsi Can,Drinks,93.62,85.0,80.0,5.0,7489.6,RP-012,Deepa,Low Power,22.7,Card,3.5,89.0,4.13,183.0,1.0,2025-07-15 12:52:00
VMX-18822,VM-243,Hyderabad,College,29-08-2025,05:22:00,P-105,Dettol Wipe,Hygiene,12.7,168.0,154.0,14.0,1955.8,RP-020,Rahul,Low Power,24.0,Card,3.4,78.0,4.69,223.0,1.0,2025-08-29 05:22:00
VMX-18823,VM-085,Kolkata,Hospital,07-01-2025,07:39:00,P-107,Colgate Mini,Hygiene,21.18,80.0,66.0,14.0,1397.88,RP-013,Kiran,Maintenance,15.3,UPI,2.4,113.0,3.93,457.0,1.0,2025-01-07 07:39:00
VMX-18824,VM-129,Kolkata,Hospital,03-04-2025,04:55:00,P-106,Snickers Bar,Snacks,47.8,151.0,140.0,11.0,6692.0,RP-004,Mahesh,Low Power,23.5,UPI,2.4,72.0,3.57,364.0,0.0,2025-04-03 04:55:00
VMX-18825,VM-248,Pune,Mall,27-08-2025,23:03:00,P-102,Bisleri Water,Drinks,77.19,149.0,135.0,14.0,10420.65,RP-011,Anita,Maintenance,18.8,Card,2.9,109.0,1.56,153.0,0.0,2025-08-27 23:03:00
VMX-18826,VM-267,Mumbai,College,30-04-2025,17:23:00,P-105,Dettol Wipe,Hygiene,112.05,34.0,27.0,7.0,3025.35,RP-003,Anita,Maintenance,18.5,Cash,3.4,40.0,3.83,79.0,1.0,2025-04-30 17:23:00
VMX-18827,VM-138,Delhi,Mall,30-04-2025,21:24:00,P-101,Pepsi Can,Drinks,83.36,192.0,190.0,2.0,15838.4,RP-003,Rahul,Low Power,24.8,Card,2.1,77.0,3.11,382.0,1.0,2025-04-30 21:24:00
VMX-18828,VM-156,Kolkata,Mall,26-05-2025,14:42:00,P-102,Bisleri Water,Drinks,78.77,114.0,110.0,4.0,8664.7,RP-015,Ravi,Low Power,14.7,Cash,2.9,99.0,3.61,425.0,1.0,2025-05-26 14:42:00
VMX-18829,VM-199,Mumbai,Mall,26-06-2025,20:37:00,P-100,Lays Classic,Snacks,96.52,32.0,32.0,0.0,3088.64,RP-003,Ravi,Maintenance,12.8,UPI,4.3,114.0,3.4,486.0,0.0,2025-06-26 20:37:00
VMX-18830,VM-136,Pune,Mall,21-01-2025,23:04:00,P-106,Snickers Bar,Snacks,64.29,192.0,191.0,1.0,12279.39,RP-014,Fatima,Low Power,24.6,UPI,2.9,53.0,1.13,401.0,0.0,2025-01-21 23:04:00
VMX-18831,VM-128,Mumbai,Metro Station,20-08-2025,16:06:00,P-106,Snickers Bar,Snacks,11.68,107.0,95.0,12.0,1109.6,RP-007,Rahul,Maintenance,11.7,UPI,3.4,73.0,3.67,485.0,0.0,2025-08-20 16:06:00
VMX-18832,VM-078,Pune,College,09-05-2025,04:57:00,P-101,Pepsi Can,Drinks,138.74,112.0,104.0,8.0,14428.96,RP-019,Rahul,Working,18.0,Card,2.8,8.0,3.88,160.0,0.0,2025-05-09 04:57:00
VMX-18833,VM-071,Bangalore,Metro Station,08-02-2025,21:27:00,P-108,Sprite Bottle,Drinks,11.69,30.0,10.0,20.0,116.9,RP-004,Fatima,Maintenance,13.5,Card,2.3,105.0,1.24,155.0,0.0,2025-02-08 21:27:00
VMX-18834,VM-085,Delhi,Metro Station,07-08-2025,10:12:00,P-103,Oreo Pack,Snacks,141.23,158.0,139.0,19.0,19630.97,RP-014,Deepa,Maintenance,13.4,Card,4.3,98.0,1.4,208.0,0.0,2025-08-07 10:12:00
VMX-18835,VM-298,Pune,Metro Station,14-09-2025,16:36:00,P-101,Pepsi Can,Drinks,97.66,91.0,74.0,17.0,7226.84,RP-019,Rahul,Working,23.6,Cash,2.3,103.0,3.22,195.0,0.0,2025-09-14 16:36:00
VMX-18836,VM-058,Delhi,Office,29-04-2025,20:13:00,P-104,Red Bull,Drinks,96.79,24.0,8.0,16.0,774.32,RP-020,Fatima,Low Power,15.0,Cash,3.0,11.0,3.22,392.0,1.0,2025-04-29 20:13:00
VMX-18837,VM-210,Pune,Metro Station,23-09-2025,17:33:00,P-101,Pepsi Can,Drinks,41.6,30.0,13.0,17.0,540.8,RP-006,Mahesh,Working,20.5,UPI,2.0,82.0,2.29,157.0,1.0,2025-09-23 17:33:00
VMX-18838,VM-280,Mumbai,Hospital,30-07-2025,04:38:00,P-100,Lays Classic,Snacks,139.72,73.0,69.0,4.0,9640.68,RP-020,Rahul,Low Power,15.0,Card,4.0,117.0,3.96,65.0,1.0,2025-07-30 04:38:00
VMX-18839,VM-147,Kolkata,Office,10-08-2025,04:46:00,P-104,Red Bull,Drinks,103.14,55.0,42.0,13.0,4331.88,RP-013,Rajesh,Maintenance,10.3,Cash,2.6,9.0,1.43,439.0,0.0,2025-08-10 04:46:00
VMX-18840,VM-168,Pune,Metro Station,15-02-2025,00:31:00,P-106,Snickers Bar,Snacks,67.38,169.0,161.0,8.0,10848.18,RP-009,Suresh,Maintenance,19.8,UPI,2.7,113.0,1.95,407.0,0.0,2025-02-15 00:31:00
VMX-18841,VM-246,Chennai,College,06-05-2025,14:32:00,P-100,Lays Classic,Snacks,29.39,20.0,20.0,0.0,587.8,RP-007,Fatima,Maintenance,14.7,Card,2.5,104.0,3.0,297.0,0.0,2025-05-06 14:32:00
VMX-18842,VM-300,Pune,Hospital,01-03-2025,09:12:00,P-106,Snickers Bar,Snacks,46.56,108.0,106.0,2.0,4935.36,RP-015,Kiran,Low Power,23.9,UPI,2.3,32.0,2.01,214.0,1.0,2025-03-01 09:12:00
VMX-18843,VM-228,Mumbai,Mall,13-01-2025,09:46:00,P-102,Bisleri Water,Drinks,29.46,129.0,125.0,4.0,3682.5,RP-013,Kiran,Working,17.3,UPI,2.9,64.0,3.57,328.0,0.0,2025-01-13 09:46:00
VMX-18844,VM-244,Pune,Metro Station,03-09-2025,10:46:00,P-105,Dettol Wipe,Hygiene,72.67,41.0,30.0,11.0,2180.1,RP-012,Anita,Working,11.6,Card,3.4,109.0,2.19,77.0,1.0,2025-09-03 10:46:00
VMX-18845,VM-118,Chennai,Mall,29-04-2025,13:48:00,P-100,Lays Classic,Snacks,25.92,181.0,162.0,19.0,4199.04,RP-006,Suresh,Low Power,23.1,UPI,4.3,95.0,3.53,98.0,0.0,2025-04-29 13:48:00
VMX-18846,VM-246,Bangalore,Office,20-07-2025,09:23:00,P-108,Sprite Bottle,Drinks,74.36,126.0,114.0,12.0,8477.04,RP-018,Anita,Low Power,20.0,Cash,4.3,73.0,1.29,259.0,0.0,2025-07-20 09:23:00
VMX-18847,VM-001,Mumbai,Hospital,13-05-2025,14:31:00,P-103,Oreo Pack,Snacks,132.5,124.0,110.0,14.0,14575.0,RP-018,Suresh,Low Power,21.0,UPI,3.2,36.0,2.62,109.0,0.0,2025-05-13 14:31:00
VMX-18848,VM-065,Pune,Hospital,27-08-2025,09:34:00,P-102,Bisleri Water,Drinks,35.74,36.0,25.0,11.0,893.5,RP-005,Fatima,Maintenance,18.9,Cash,3.1,16.0,3.25,100.0,0.0,2025-08-27 09:34:00
VMX-18849,VM-173,Hyderabad,Hospital,11-04-2025,08:35:00,P-108,Sprite Bottle,Drinks,73.99,164.0,159.0,5.0,11764.41,RP-003,Ravi,Maintenance,16.9,UPI,2.7,94.0,3.8,178.0,1.0,2025-04-11 08:35:00
VMX-18850,VM-233,Pune,Office,16-02-2025,22:25:00,P-102,Bisleri Water,Drinks,17.75,123.0,112.0,11.0,1988.0,RP-015,Mahesh,Maintenance,18.2,Cash,2.1,109.0,4.14,358.0,1.0,2025-02-16 22:25:00
VMX-18851,VM-219,Delhi,Office,21-01-2025,21:47:00,P-102,Bisleri Water,Drinks,61.8,174.0,173.0,1.0,10691.4,RP-015,Ravi,Maintenance,23.5,Cash,3.0,101.0,4.87,90.0,0.0,2025-01-21 21:47:00
VMX-18852,VM-040,Mumbai,Hospital,30-05-2025,21:11:00,P-107,Colgate Mini,Hygiene,90.69,68.0,57.0,11.0,5169.33,RP-004,Kiran,Low Power,24.6,UPI,3.7,111.0,2.83,405.0,1.0,2025-05-30 21:11:00
VMX-18853,VM-034,Hyderabad,Office,18-07-2025,09:11:00,P-100,Lays Classic,Snacks,47.36,125.0,121.0,4.0,5730.56,RP-005,Amit,Low Power,20.7,Card,4.9,8.0,3.6,370.0,0.0,2025-07-18 09:11:00
VMX-18854,VM-103,Mumbai,Hospital,09-05-2025,12:00:00,P-100,Lays Classic,Snacks,47.3,138.0,131.0,7.0,6196.3,RP-014,Deepa,Low Power,19.8,UPI,4.8,106.0,3.96,457.0,0.0,2025-05-09 12:00:00
VMX-18855,VM-060,Chennai,Hospital,12-01-2025,05:29:00,P-104,Red Bull,Drinks,120.39,149.0,149.0,0.0,17938.11,RP-014,Deepa,Low Power,24.6,Card,4.5,64.0,1.46,112.0,0.0,2025-01-12 05:29:00
VMX-18856,VM-091,Mumbai,Mall,07-06-2025,08:54:00,P-103,Oreo Pack,Snacks,78.62,166.0,161.0,5.0,12657.82,RP-017,Mahesh,Working,16.8,UPI,4.0,109.0,2.3,270.0,1.0,2025-06-07 08:54:00
VMX-18857,VM-118,Kolkata,Hospital,31-08-2025,01:50:00,P-101,Pepsi Can,Drinks,24.25,116.0,100.0,16.0,2425.0,RP-001,Kiran,Working,19.5,Card,2.3,49.0,2.83,301.0,0.0,2025-08-31 01:50:00
VMX-18858,VM-152,Chennai,College,07-04-2025,08:19:00,P-100,Lays Classic,Snacks,56.63,77.0,74.0,3.0,4190.62,RP-013,Amit,Working,18.4,Card,4.1,52.0,2.47,270.0,0.0,2025-04-07 08:19:00
VMX-18859,VM-158,Chennai,Office,07-09-2025,01:42:00,P-105,Dettol Wipe,Hygiene,51.52,82.0,67.0,15.0,3451.84,RP-001,Rahul,Low Power,22.6,Card,4.1,17.0,1.8,126.0,1.0,2025-09-07 01:42:00
VMX-18860,VM-256,Chennai,Metro Station,18-09-2025,23:33:00,P-108,Sprite Bottle,Drinks,100.47,83.0,74.0,9.0,7434.78,RP-012,Suresh,Low Power,11.2,Cash,2.9,70.0,1.3,485.0,0.0,2025-09-18 23:33:00
VMX-18861,VM-068,Hyderabad,Hospital,01-10-2025,07:32:00,P-104,Red Bull,Drinks,27.43,154.0,146.0,8.0,4004.78,RP-004,Rajesh,Low Power,10.6,UPI,4.8,102.0,1.78,412.0,0.0,2025-10-01 07:32:00
VMX-18862,VM-055,Bangalore,Office,05-04-2025,22:41:00,P-105,Dettol Wipe,Hygiene,11.13,186.0,181.0,5.0,2014.53,RP-012,Amit,Maintenance,16.0,UPI,2.8,39.0,4.19,58.0,1.0,2025-04-05 22:41:00
VMX-18863,VM-216,Kolkata,Office,20-03-2025,09:43:00,P-106,Snickers Bar,Snacks,79.94,29.0,16.0,13.0,1279.04,RP-004,Anita,Low Power,17.3,Cash,4.6,104.0,3.74,223.0,1.0,2025-03-20 09:43:00
VMX-18864,VM-198,Bangalore,Office,05-02-2025,08:35:00,P-108,Sprite Bottle,Drinks,131.12,132.0,113.0,19.0,14816.56,RP-014,Amit,Working,23.5,Cash,4.4,33.0,4.42,167.0,1.0,2025-02-05 08:35:00
VMX-18865,VM-289,Chennai,Hospital,31-03-2025,14:19:00,P-101,Pepsi Can,Drinks,103.44,31.0,19.0,12.0,1965.36,RP-017,Amit,Working,12.5,Card,4.7,11.0,1.36,184.0,0.0,2025-03-31 14:19:00
VMX-18866,VM-257,Bangalore,Metro Station,01-08-2025,04:03:00,P-106,Snickers Bar,Snacks,121.85,39.0,33.0,6.0,4021.05,RP-014,Mahesh,Low Power,13.9,Card,3.7,94.0,1.51,127.0,1.0,2025-08-01 04:03:00
VMX-18867,VM-247,Mumbai,Hospital,29-05-2025,17:11:00,P-107,Colgate Mini,Hygiene,79.94,116.0,110.0,6.0,8793.4,RP-010,Mahesh,Low Power,19.5,UPI,3.9,104.0,3.95,238.0,1.0,2025-05-29 17:11:00
VMX-18868,VM-283,Bangalore,College,21-09-2025,08:43:00,P-107,Colgate Mini,Hygiene,24.34,121.0,115.0,6.0,2799.1,RP-020,Rajesh,Low Power,24.0,Card,3.6,53.0,1.82,90.0,1.0,2025-09-21 08:43:00
VMX-18869,VM-295,Bangalore,Office,19-06-2025,13:12:00,P-108,Sprite Bottle,Drinks,94.91,155.0,148.0,7.0,14046.68,RP-005,Rahul,Maintenance,11.0,Cash,4.9,63.0,3.66,202.0,0.0,2025-06-19 13:12:00
VMX-18870,VM-023,Kolkata,Office,12-01-2025,16:39:00,P-101,Pepsi Can,Drinks,111.51,112.0,100.0,12.0,11151.0,RP-004,Mahesh,Low Power,18.8,Cash,4.5,15.0,4.85,469.0,1.0,2025-01-12 16:39:00
VMX-18871,VM-139,Bangalore,Hospital,13-09-2025,11:45:00,P-107,Colgate Mini,Hygiene,70.62,38.0,33.0,5.0,2330.46,RP-005,Mahesh,Working,23.5,Card,4.4,45.0,4.18,219.0,1.0,2025-09-13 11:45:00
VMX-18872,VM-299,Mumbai,College,17-01-2025,10:00:00,P-102,Bisleri Water,Drinks,28.84,91.0,73.0,18.0,2105.32,RP-002,Amit,Low Power,19.4,Cash,2.4,21.0,4.91,156.0,0.0,2025-01-17 10:00:00
VMX-18873,VM-257,Delhi,Metro Station,02-08-2025,18:59:00,P-108,Sprite Bottle,Drinks,125.88,191.0,189.0,2.0,23791.32,RP-003,Suresh,Maintenance,24.9,Card,3.3,48.0,4.67,372.0,0.0,2025-08-02 18:59:00
VMX-18874,VM-081,Delhi,Hospital,26-07-2025,18:41:00,P-102,Bisleri Water,Drinks,87.36,187.0,173.0,14.0,15113.28,RP-001,Amit,Maintenance,18.8,Cash,2.2,112.0,3.16,410.0,1.0,2025-07-26 18:41:00
VMX-18875,VM-116,Bangalore,Metro Station,29-01-2025,23:13:00,P-102,Bisleri Water,Drinks,94.71,189.0,177.0,12.0,16763.67,RP-015,Anita,Low Power,12.1,Cash,4.9,60.0,3.69,135.0,1.0,2025-01-29 23:13:00
VMX-18876,VM-053,Delhi,Mall,18-07-2025,16:03:00,P-101,Pepsi Can,Drinks,102.7,22.0,20.0,2.0,2054.0,RP-018,Mahesh,Maintenance,20.2,UPI,4.9,90.0,4.46,70.0,0.0,2025-07-18 16:03:00
VMX-18877,VM-188,Chennai,Mall,02-09-2025,01:42:00,P-106,Snickers Bar,Snacks,77.96,26.0,25.0,1.0,1949.0,RP-017,Amit,Maintenance,23.2,Card,4.5,108.0,4.4,99.0,0.0,2025-09-02 01:42:00
VMX-18878,VM-233,Kolkata,Metro Station,29-06-2025,22:46:00,P-102,Bisleri Water,Drinks,114.06,29.0,11.0,18.0,1254.66,RP-015,Suresh,Low Power,15.9,UPI,3.1,36.0,4.1,408.0,1.0,2025-06-29 22:46:00
VMX-18879,VM-100,Pune,Metro Station,12-09-2025,18:16:00,P-101,Pepsi Can,Drinks,148.39,49.0,38.0,11.0,5638.82,RP-008,Fatima,Maintenance,16.2,UPI,3.0,16.0,4.49,325.0,1.0,2025-09-12 18:16:00
VMX-18880,VM-114,Pune,Mall,16-05-2025,21:11:00,P-100,Lays Classic,Snacks,36.66,178.0,168.0,10.0,6158.88,RP-006,Ravi,Low Power,12.0,Card,2.6,96.0,3.4,417.0,0.0,2025-05-16 21:11:00
VMX-18881,VM-111,Chennai,Metro Station,26-07-2025,17:12:00,P-109,Doritos,Snacks,84.93,150.0,144.0,6.0,12229.92,RP-011,Mahesh,Working,10.8,Card,4.7,81.0,2.37,219.0,1.0,2025-07-26 17:12:00
VMX-18882,VM-026,Bangalore,Metro Station,16-06-2025,14:57:00,P-109,Doritos,Snacks,43.48,125.0,117.0,8.0,5087.16,RP-004,Mahesh,Maintenance,14.8,Cash,2.1,112.0,4.76,175.0,0.0,2025-06-16 14:57:00
VMX-18883,VM-175,Kolkata,Hospital,22-01-2025,20:09:00,P-106,Snickers Bar,Snacks,98.32,200.0,200.0,0.0,19664.0,RP-008,Amit,Maintenance,11.8,UPI,4.4,54.0,1.61,343.0,1.0,2025-01-22 20:09:00
VMX-18884,VM-036,Mumbai,College,08-05-2025,05:35:00,P-100,Lays Classic,Snacks,53.82,126.0,125.0,1.0,6727.5,RP-020,Anita,Working,22.8,Card,3.8,50.0,3.83,181.0,1.0,2025-05-08 05:35:00
VMX-18885,VM-017,Kolkata,Mall,30-07-2025,08:37:00,P-109,Doritos,Snacks,116.85,110.0,108.0,2.0,12619.8,RP-012,Rajesh,Maintenance,12.7,Card,2.8,2.0,4.07,258.0,0.0,2025-07-30 08:37:00
VMX-18886,VM-244,Delhi,Office,11-04-2025,15:17:00,P-109,Doritos,Snacks,19.4,159.0,143.0,16.0,2774.2,RP-011,Mahesh,Low Power,14.0,UPI,2.8,95.0,4.51,253.0,1.0,2025-04-11 15:17:00
VMX-18887,VM-065,Pune,Hospital,28-06-2025,23:20:00,P-107,Colgate Mini,Hygiene,83.23,84.0,72.0,12.0,5992.56,RP-003,Mahesh,Low Power,13.1,Card,3.1,108.0,3.77,380.0,0.0,2025-06-28 23:20:00
VMX-18888,VM-035,Kolkata,Hospital,12-07-2025,03:20:00,P-102,Bisleri Water,Drinks,15.03,103.0,84.0,19.0,1262.52,RP-014,Mahesh,Working,23.1,Card,3.3,35.0,4.14,163.0,1.0,2025-07-12 03:20:00
VMX-18889,VM-077,Kolkata,College,12-08-2025,14:11:00,P-101,Pepsi Can,Drinks,79.01,177.0,35.0,9.0,13273.68,RP-012,Kiran,Working,22.5,UPI,4.6,40.0,2.35,411.0,1.0,2025-08-12 14:11:00
VMX-18890,VM-293,Delhi,Hospital,21-09-2025,02:22:00,P-103,Oreo Pack,Snacks,93.87,125.0,117.0,8.0,10982.79,RP-014,Deepa,Low Power,16.2,Card,4.0,54.0,2.75,387.0,0.0,2025-09-21 02:22:00
VMX-18891,VM-167,Bangalore,Hospital,17-01-2025,19:15:00,P-102,Bisleri Water,Drinks,121.08,152.0,144.0,8.0,17435.52,RP-007,Deepa,Working,16.2,Cash,3.4,49.0,2.31,332.0,1.0,2025-01-17 19:15:00
VMX-18892,VM-270,Delhi,Metro Station,19-04-2025,01:35:00,P-104,Red Bull,Drinks,69.9,161.0,146.0,15.0,10205.4,RP-011,Ravi,Working,20.8,Cash,3.3,116.0,4.94,375.0,1.0,2025-04-19 01:35:00
VMX-18893,VM-112,Delhi,Mall,13-03-2025,23:54:00,P-107,Colgate Mini,Hygiene,100.56,107.0,94.0,13.0,9452.64,RP-009,Rajesh,Low Power,10.3,UPI,2.2,23.0,1.0,186.0,1.0,2025-03-13 23:54:00
VMX-18894,VM-207,Hyderabad,Office,07-02-2025,05:00:00,P-105,Dettol Wipe,Hygiene,73.4,127.0,113.0,14.0,8294.2,RP-009,Mahesh,Working,21.2,UPI,4.4,20.0,3.01,93.0,1.0,2025-02-07 05:00:00
VMX-18895,VM-107,Kolkata,College,19-03-2025,06:50:00,P-108,Sprite Bottle,Drinks,49.16,79.0,62.0,17.0,3047.92,RP-004,Suresh,Maintenance,22.5,UPI,3.7,89.0,2.83,205.0,1.0,2025-03-19 06:50:00
VMX-18896,VM-232,Kolkata,Hospital,01-05-2025,21:04:00,P-109,Doritos,Snacks,44.85,143.0,140.0,3.0,6279.0,RP-006,Rajesh,Working,17.9,UPI,3.1,26.0,1.33,458.0,0.0,2025-05-01 21:04:00
VMX-18897,VM-235,Hyderabad,Office,26-02-2025,19:13:00,P-103,Oreo Pack,Snacks,111.3,138.0,121.0,17.0,13467.3,RP-017,Mahesh,Maintenance,21.5,Card,4.8,38.0,1.18,424.0,1.0,2025-02-26 19:13:00
VMX-18898,VM-105,Bangalore,Hospital,31-03-2025,13:00:00,P-102,Bisleri Water,Drinks,113.12,159.0,142.0,17.0,16063.04,RP-005,Anita,Maintenance,22.0,UPI,4.8,43.0,2.27,441.0,1.0,2025-03-31 13:00:00
VMX-18899,VM-164,Bangalore,College,02-05-2025,13:25:00,P-109,Doritos,Snacks,137.22,177.0,174.0,3.0,23876.28,RP-020,Mahesh,Maintenance,10.5,UPI,4.2,61.0,3.1,274.0,0.0,2025-05-02 13:25:00
VMX-18900,VM-166,Bangalore,Metro Station,24-02-2025,11:03:00,P-101,Pepsi Can,Drinks,140.14,54.0,54.0,0.0,7567.56,RP-014,Rajesh,Low Power,19.5,Cash,4.3,2.0,1.43,306.0,0.0,2025-02-24 11:03:00
VMX-18901,VM-258,Delhi,College,08-06-2025,12:41:00,P-101,Pepsi Can,Drinks,68.35,20.0,6.0,14.0,410.1,RP-016,Anita,Maintenance,23.0,Card,4.4,116.0,3.04,354.0,1.0,2025-06-08 12:41:00
VMX-18902,VM-110,Pune,Mall,25-01-2025,00:39:00,P-107,Colgate Mini,Hygiene,143.89,153.0,148.0,5.0,21295.72,RP-011,Kiran,Low Power,15.8,UPI,4.0,94.0,3.11,51.0,1.0,2025-01-25 00:39:00
VMX-18903,VM-153,Pune,Mall,05-08-2025,11:27:00,P-108,Sprite Bottle,Drinks,112.2,86.0,66.0,20.0,7405.2,RP-019,Mahesh,Maintenance,23.8,Card,4.3,113.0,3.85,295.0,1.0,2025-08-05 11:27:00
VMX-18904,VM-240,Kolkata,Hospital,30-04-2025,15:40:00,P-103,Oreo Pack,Snacks,95.67,89.0,84.0,5.0,8036.28,RP-017,Deepa,Maintenance,22.5,UPI,4.3,109.0,2.36,362.0,1.0,2025-04-30 15:40:00
VMX-18905,VM-174,Bangalore,College,12-08-2025,08:11:00,P-106,Snickers Bar,Snacks,97.4,168.0,151.0,17.0,14707.4,RP-017,Fatima,Working,19.5,Cash,2.6,17.0,3.67,151.0,1.0,2025-08-12 08:11:00
VMX-18906,VM-223,Hyderabad,Hospital,09-05-2025,01:19:00,P-101,Pepsi Can,Drinks,37.49,174.0,166.0,8.0,6223.34,RP-007,Kiran,Working,17.2,Card,2.7,77.0,2.78,294.0,0.0,2025-05-09 01:19:00
VMX-18907,VM-082,Mumbai,Hospital,31-01-2025,13:58:00,P-104,Red Bull,Drinks,12.49,24.0,14.0,10.0,174.86,RP-013,Mahesh,Working,23.9,UPI,4.2,69.0,3.3,481.0,1.0,2025-01-31 13:58:00
VMX-18908,VM-097,Kolkata,Office,09-01-2025,19:45:00,P-106,Snickers Bar,Snacks,59.66,61.0,53.0,8.0,3161.98,RP-005,Amit,Working,22.0,UPI,2.3,65.0,2.26,312.0,0.0,2025-01-09 19:45:00
VMX-18909,VM-016,Pune,Mall,13-01-2025,11:52:00,P-107,Colgate Mini,Hygiene,29.12,37.0,32.0,5.0,931.84,RP-008,Mahesh,Working,14.9,UPI,3.6,25.0,4.4,222.0,1.0,2025-01-13 11:52:00
VMX-18910,VM-134,Hyderabad,College,13-08-2025,09:51:00,P-103,Oreo Pack,Snacks,138.92,197.0,197.0,0.0,27367.24,RP-014,Kiran,Low Power,19.8,Card,3.6,39.0,3.72,317.0,1.0,2025-08-13 09:51:00
VMX-18911,VM-219,Delhi,Mall,07-02-2025,02:00:00,P-105,Dettol Wipe,Hygiene,71,160.0,144.0,16.0,10224.0,RP-005,Rajesh,Working,13.2,UPI,4.9,28.0,2.02,165.0,1.0,2025-02-07 02:00:00
VMX-18912,VM-208,Bangalore,College,24-03-2025,19:16:00,P-101,Pepsi Can,Drinks,20.69,102.0,100.0,2.0,2069.0,RP-008,Rajesh,Maintenance,13.2,Card,2.2,34.0,2.25,280.0,0.0,2025-03-24 19:16:00
VMX-18913,VM-097,Kolkata,Mall,25-03-2025,00:26:00,P-109,Doritos,Snacks,29.55,117.0,105.0,12.0,3102.75,RP-010,Kiran,Working,24.5,Cash,4.0,61.0,4.78,237.0,0.0,2025-03-25 00:26:00
VMX-18914,VM-102,Hyderabad,Hospital,17-03-2025,20:14:00,P-107,Colgate Mini,Hygiene,109.81,130.0,112.0,18.0,12298.72,RP-016,Amit,Low Power,11.0,UPI,2.0,60.0,2.85,206.0,1.0,2025-03-17 20:14:00
VMX-18915,VM-191,Hyderabad,Hospital,05-06-2025,10:52:00,P-108,Sprite Bottle,Drinks,45.5,163.0,155.0,8.0,7052.5,RP-015,Deepa,Working,20.1,Card,4.0,107.0,2.18,172.0,0.0,2025-06-05 10:52:00
VMX-18916,VM-177,Bangalore,Metro Station,20-09-2025,22:26:00,P-108,Sprite Bottle,Drinks,97.74,95.0,90.0,5.0,8796.6,RP-007,Fatima,Working,21.0,Cash,3.4,44.0,2.02,286.0,1.0,2025-09-20 22:26:00
VMX-18917,VM-277,Hyderabad,Office,09-04-2025,19:35:00,P-106,Snickers Bar,Snacks,19.94,117.0,99.0,18.0,1974.06,RP-017,Rajesh,Maintenance,11.4,Card,2.6,72.0,4.83,322.0,0.0,2025-04-09 19:35:00
VMX-18918,VM-022,Chennai,Metro Station,19-03-2025,20:32:00,P-106,Snickers Bar,Snacks,37.82,174.0,173.0,1.0,6542.86,RP-009,Deepa,Maintenance,13.4,Card,3.1,51.0,3.26,479.0,0.0,2025-03-19 20:32:00
VMX-18919,VM-119,Kolkata,Metro Station,27-07-2025,01:40:00,P-107,Colgate Mini,Hygiene,47.98,190.0,180.0,10.0,8636.4,RP-019,Rajesh,Low Power,19.7,UPI,3.2,94.0,1.74,71.0,1.0,2025-07-27 01:40:00
VMX-18920,VM-253,Kolkata,Mall,29-03-2025,20:55:00,P-103,Oreo Pack,Snacks,145.79,132.0,124.0,8.0,18077.96,RP-002,Ravi,Working,15.3,UPI,2.2,100.0,1.11,473.0,0.0,2025-03-29 20:55:00
VMX-18921,VM-248,Mumbai,College,22-03-2025,16:26:00,P-103,Oreo Pack,Snacks,91.67,192.0,179.0,13.0,16408.93,RP-012,Anita,Maintenance,11.7,Card,3.2,55.0,3.73,290.0,0.0,2025-03-22 16:26:00
VMX-18922,VM-090,Bangalore,Hospital,24-04-2025,14:31:00,P-108,Sprite Bottle,Drinks,61.08,72.0,70.0,2.0,4275.6,RP-008,Mahesh,Working,19.0,Cash,2.8,113.0,1.04,160.0,1.0,2025-04-24 14:31:00
