transaction_id,machine_id,location_city,location_type,refill_date,refill_time,product_id,product_name,product_category,unit_price,quantity_refilled,quantity_sold,current_stock,revenue_generated,refill_person_id,refill_person_name,machine_status,temperature_C,payment_method,avg_customer_rating,downtime_minutes,power_consumption_kwh,network_latency_ms,maintenance_flag
VMX-19520,VM-051,Mumbai,Hospital,06-10-2025,01:26:00,P-109,Doritos,Snacks,45.47,104,86,18,3910.42,RP-008,Amit,Low Power,14.3,Card,3.9,67,4.42,159,0
VMX-19521,VM-248,Hyderabad,Metro Station,20-06-2025,01:17:00,P-104,Red Bull,Drinks,105.31,111,108,3,11373.48,RP-011,Rahul,Maintenance,18.1,Cash,2.3,104,4.86,121,0
VMX-19522,VM-204,Chennai,Metro Station,20-01-2025,00:22:00,P-107,Colgate Mini,Hygiene,149.42,88,85,3,12700.7,RP-014,Fatima,Working,17.2,Cash,4.6,88,4.42,287,0
VMX-19523,VM-106,Kolkata,College,27-06-2025,18:32:00,P-101,Pepsi Can,Drinks,48.72,65,56,9,2728.32,RP-001,Rahul,Maintenance,12.2,UPI,3.3,115,4.43,190,1
VMX-19524,VM-051,Bangalore,Office,05-09-2025,11:39:00,P-105,Dettol Wipe,Hygiene,66.88,55,51,4,3410.88,RP-010,Suresh,Working,12.8,Cash,4.6,39,4.19,395,1
VMX-19525,VM-287,Pune,Office,14-07-2025,21:50:00,P-104,Red Bull,Drinks,87.52,185,181,4,15841.12,RP-002,Anita,Maintenance,17.4,Cash,4.7,17,4.79,244,0
VMX-19526,VM-187,Hyderabad,Metro Station,15-02-2025,02:25:00,P-105,Dettol Wipe,Hygiene,98.64,134,132,2,13020.48,RP-017,Fatima,Low Power,22,Cash,4.1,2,4.71,318,0
VMX-19527,VM-002,Pune,Mall,07-02-2025,23:11:00,P-108,Sprite Bottle,Drinks,100.57,96,93,3,9353.01,RP-020,Anita,Working,12.1,Card,3.9,101,4.36,471,1
VMX-19528,VM-052,Mumbai,Office,30-04-2025,03:15:00,P-106,Snickers Bar,Snacks,64.53,132,115,17,7420.95,RP-010,Fatima,Maintenance,10.3,Card,4.5,26,3.32,424,1
VMX-19529,VM-024,Chennai,Office,11-04-2025,21:27:00,P-107,Colgate Mini,Hygiene,41.99,102,101,1,4240.99,RP-012,Fatima,Working,24.9,Card,2.8,36,1.36,350,0
VMX-19530,VM-085,Hyderabad,Office,14-09-2025,05:46:00,P-105,Dettol Wipe,Hygiene,46.89,21,21,0,984.69,RP-010,Deepa,Low Power,17.3,Card,2.8,52,4.09,203,0
VMX-19531,VM-079,Bangalore,College,04-10-2025,23:34:00,P-100,Lays Classic,Snacks,55.52,31,12,19,666.24,RP-004,Fatima,Low Power,22.7,Card,3.3,57,4.34,471,0
VMX-19532,VM-099,Delhi,Mall,17-06-2025,21:58:00,P-101,Pepsi Can,Drinks,123.25,96,77,19,9490.25,RP-017,Anita,Working,18.4,Card,3.8,115,1.84,200,0
VMX-19533,VM-171,Bangalore,Office,14-08-2025,13:51:00,P-109,Doritos,Snacks,139.53,180,177,3,24696.81,RP-012,Ravi,Maintenance,16.5,Card,4.9,108,4.7,338,1
VMX-19534,VM-048,Bangalore,Office,15-07-2025,20:11:00,P-109,Doritos,Snacks,37.13,31,29,2,1076.77,RP-007,Rahul,Working,20.9,UPI,2.6,84,2.35,227,0
VMX-19535,VM-126,Chennai,Metro Station,17-01-2025,10:00:00,P-106,Snickers Bar,Snacks,67.55,94,78,16,5268.9,RP-012,Kiran,Working,15.2,UPI,2.7,82,3.98,67,1
VMX-19536,VM-197,Chennai,Metro Station,28-01-2025,21:25:00,P-100,Lays Classic,Snacks,105.49,85,83,2,8755.67,RP-011,Mahesh,Maintenance,17.5,UPI,3.8,5,1.52,295,1
VMX-19537,VM-132,Pune,Office,21-07-2025,10:36:00,P-105,Dettol Wipe,Hygiene,125.15,157,157,0,19648.55,RP-010,Mahesh,Working,19.5,Cash,4.2,57,2.33,474,0
VMX-19538,VM-168,Chennai,Metro Station,24-03-2025,20:00:00,P-104,Red Bull,Drinks,141.46,192,192,0,27160.32,RP-015,Anita,Maintenance,14.9,UPI,4.7,48,2.76,217,0
VMX-19539,VM-235,Chennai,Mall,19-09-2025,10:22:00,P-105,Dettol Wipe,Hygiene,37.78,150,147,3,5553.66,RP-017,Fatima,Working,24.8,Card,3.4,81,1.98,182,0
VMX-19540,VM-283,Mumbai,College,26-04-2025,23:55:00,P-104,Red Bull,Drinks,125.01,70,68,2,8500.68,RP-020,Fatima,Maintenance,16,Card,4.2,70,1.1,205,0
VMX-19541,VM-193,Mumbai,Office,14-07-2025,12:08:00,P-106,Snickers Bar,Snacks,74.15,65,61,4,4523.15,RP-019,Kiran,Low Power,12.9,UPI,3.7,30,1.99,203,0
VMX-19542,VM-149,Mumbai,Hospital,24-05-2025,21:27:00,P-102,Bisleri Water,Drinks,120.16,150,139,11,16702.24,RP-012,Ravi,Working,17.8,Cash,4,38,1.85,470,1
VMX-19543,VM-254,Mumbai,Hospital,12-09-2025,18:06:00,P-100,Lays Classic,Snacks,49.24,30,30,0,1477.2,RP-008,Anita,Working,15,Card,4.5,103,1,333,0
VMX-19544,VM-025,Hyderabad,Hospital,06-10-2025,12:39:00,P-104,Red Bull,Drinks,59.94,27,12,15,719.28,RP-008,Deepa,Maintenance,13.2,UPI,3.7,30,2.89,224,1
VMX-19545,VM-156,Kolkata,Metro Station,10-07-2025,10:56:00,P-107,Colgate Mini,Hygiene,65.58,98,93,5,6098.94,RP-003,Kiran,Working,15.2,UPI,3.7,66,1.71,128,0
VMX-19546,VM-204,Delhi,College,10-09-2025,10:46:00,P-108,Sprite Bottle,Drinks,24.3,34,32,2,777.6,RP-020,Rahul,Working,15.5,Card,3,117,1.31,389,0
VMX-19547,VM-238,Bangalore,College,17-01-2025,15:08:00,P-109,Doritos,Snacks,11.58,37,27,10,312.66,RP-002,Rajesh,Maintenance,14,Cash,4.1,50,4.17,218,1
VMX-19548,VM-187,Chennai,Metro Station,09-06-2025,13:46:00,P-102,Bisleri Water,Drinks,134.46,109,91,18,12235.86,RP-017,Kiran,Low Power,13,UPI,2.9,76,4.56,84,1
VMX-19549,VM-084,Delhi,Mall,04-01-2025,21:47:00,P-100,Lays Classic,Snacks,107.98,65,50,15,5399,RP-017,Amit,Low Power,24.8,UPI,3.2,51,1.07,458,0
VMX-19550,VM-027,Bangalore,Mall,10-01-2025,09:59:00,P-102,Bisleri Water,Drinks,97.5,196,176,20,17160,RP-006,Anita,Working,18.8,Card,3,88,2.71,463,1
VMX-19551,VM-193,Hyderabad,Mall,19-04-2025,17:32:00,P-103,Oreo Pack,Snacks,error,107,99,8,2855.16,RP-006,Rahul,Low Power,10.9,UPI,3.5,28,2.61,260,1
VMX-19552,VM-200,Delhi,Mall,27-09-2025,21:28:00,P-103,Oreo Pack,Snacks,18.43,58,47,11,866.21,RP-002,Rahul,Low Power,24.1,UPI,2.5,62,4.03,238,0
VMX-19553,VM-289,Hyderabad,Metro Station,05-07-2025,01:38:00,P-100,Lays Classic,Snacks,138.52,98,94,4,13020.88,RP-015,Rajesh,Low Power,11,Cash,4.7,6,4.8,69,0
VMX-19554,VM-236,Kolkata,Metro Station,16-01-2025,03:51:00,P-103,Oreo Pack,Snacks,119.66,57,49,8,5863.34,RP-010,Deepa,Working,18.1,Cash,3,73,1.63,412,1
VMX-19555,VM-208,Delhi,Office,24-03-2025,00:49:00,P-109,Doritos,Snacks,31.16,156,146,10,4549.36,RP-004,Amit,Working,19.7,Cash,2.1,6,3.32,420,1
VMX-19556,VM-073,Bangalore,Hospital,08-02-2025,01:51:00,P-103,Oreo Pack,Snacks,146.89,127,116,11,17039.24,RP-013,Ravi,Maintenance,10.1,Card,3.8,10,4.22,302,1
VMX-19557,VM-283,Delhi,College,11-04-2025,05:13:00,P-105,Dettol Wipe,Hygiene,82.02,162,149,13,12220.98,RP-005,Amit,Working,10.8,Card,3.5,38,1.57,288,1
VMX-19558,VM-294,Hyderabad,Hospital,12-05-2025,05:06:00,P-109,Doritos,Snacks,139.44,40,27,13,3764.88,RP-020,Fatima,Working,12.1,Cash,2.1,50,3.06,112,0
VMX-19559,VM-026,Hyderabad,Mall,08-06-2025,20:05:00,P-106,Snickers Bar,Snacks,43.28,196,187,9,8093.36,RP-003,Ravi,Working,15.1,Card,3.4,68,4.6,123,1
VMX-19560,VM-297,Delhi,Mall,01-04-2025,21:32:00,P-100,Lays Classic,Snacks,35.97,130,128,2,4604.16,RP-009,Rahul,Working,15.8,Cash,2.1,27,4.71,108,1
VMX-19561,VM-092,Kolkata,Office,02-01-2025,14:29:00,P-104,Red Bull,Drinks,83.8,82,71,11,5949.8,RP-004,Rahul,Maintenance,12.4,Card,2.2,68,4.59,90,1
VMX-19562,VM-021,Bangalore,Hospital,31-08-2025,04:56:00,P-108,Sprite Bottle,Drinks,94.48,66,63,3,5952.24,RP-015,Ravi,Low Power,23.9,UPI,3.6,109,3.42,268,1
VMX-19563,VM-276,Chennai,Office,10-06-2025,17:09:00,P-104,Red Bull,Drinks,75.03,78,59,19,4426.77,RP-004,Rajesh,Maintenance,12.8,UPI,2.1,1,3.05,457,1
VMX-19564,VM-245,Pune,Office,03-05-2025,01:20:00,P-103,Oreo Pack,Snacks,46.24,174,160,14,7398.4,RP-014,Mahesh,Low Power,18.2,Card,2.3,43,2.89,247,0
VMX-19565,VM-137,Delhi,Office,01-05-2025,09:35:00,P-102,Bisleri Water,Drinks,83.68,90,82,8,6861.76,RP-003,Amit,Maintenance,14.2,UPI,3.8,66,2.95,95,0
VMX-19566,VM-050,Chennai,Mall,14-01-2025,07:27:00,P-105,Dettol Wipe,Hygiene,96.42,71,56,15,5399.52,RP-010,Rajesh,Maintenance,12,UPI,3.6,83,4.96,68,0
VMX-19567,VM-176,Kolkata,College,24-07-2025,13:45:00,P-109,Doritos,Snacks,88.71,21,21,0,1862.91,RP-019,Rajesh,Low Power,15.3,UPI,5,44,4.62,163,0
VMX-19568,VM-121,Hyderabad,Mall,16-04-2025,05:20:00,P-107,Colgate Mini,Hygiene,114.6,22,21,1,2406.6,RP-018,Mahesh,Maintenance,22.9,Cash,2.4,102,1.52,359,0
VMX-19569,VM-279,Hyderabad,Hospital,18-04-2025,06:19:00,P-103,Oreo Pack,Snacks,144.01,174,163,11,23473.63,RP-018,Deepa,Maintenance,11.3,Card,4.7,113,2.14,111,0
VMX-19570,VM-231,Kolkata,Metro Station,31-08-2025,04:43:00,P-104,Red Bull,Drinks,51.68,135,119,16,6149.92,RP-020,Anita,Working,15.3,UPI,3.2,22,2.98,75,0
VMX-19571,VM-229,Bangalore,Metro Station,05-10-2025,22:35:00,P-108,Sprite Bottle,Drinks,129.23,180,160,20,20676.8,RP-016,Rajesh,Working,24.7,UPI,5,77,2.41,279,0
VMX-19572,VM-125,Kolkata,Metro Station,29-06-2025,01:15:00,P-108,Sprite Bottle,Drinks,148.77,44,43,1,6397.11,RP-005,Deepa,Working,11.7,Card,4.3,52,1.17,437,0
VMX-19573,VM-044,Bangalore,Mall,02-08-2025,00:34:00,P-102,Bisleri Water,Drinks,113.1,33,24,9,2714.4,RP-010,Rajesh,Maintenance,16.6,Cash,3.8,18,2.99,91,0
VMX-19574,VM-125,Chennai,Hospital,31-01-2025,15:48:00,P-105,Dettol Wipe,Hygiene,69.91,130,123,7,8598.93,RP-017,Deepa,Working,15.4,UPI,4.5,97,4.01,266,0
VMX-19575,VM-071,Delhi,Mall,01-07-2025,07:19:00,P-100,Lays Classic,Snacks,135.41,64,57,7,7718.37,RP-005,Mahesh,Working,24.3,Card,3.1,58,2.51,428,0
VMX-19576,VM-130,Delhi,Hospital,15-05-2025,09:20:00,P-109,Doritos,Snacks,100.71,105,88,17,8862.48,RP-020,Ravi,Working,10.1,UPI,2.6,116,2.59,185,0
VMX-19577,VM-193,Pune,Metro Station,03-01-2025,13:21:00,P-101,Pepsi Can,Drinks,17.39,160,141,19,2451.99,RP-011,Kiran,Working,21.5,Card,2,28,4.96,411,0
VMX-19578,VM-236,Chennai,Metro Station,05-09-2025,22:53:00,P-102,Bisleri Water,Drinks,88.52,130,129,1,11419.08,RP-007,Rajesh,Maintenance,10,Cash,5,80,2.5,286,0
VMX-19579,VM-023,Bangalore,Office,31-07-2025,17:18:00,P-106,Snickers Bar,Snacks,22.5,155,152,3,3420,RP-008,Amit,Low Power,15.8,Cash,3.7,6,4.03,162,0
VMX-19580,VM-121,Kolkata,Metro Station,08-04-2025,01:52:00,P-104,Red Bull,Drinks,101.56,52,50,2,5078,RP-006,Fatima,Maintenance,14.4,Cash,4.8,20,1.41,247,0
VMX-19581,VM-106,Pune,College,28-09-2025,09:12:00,P-103,Oreo Pack,Snacks,44.84,186,184,2,8250.56,RP-011,Fatima,Low Power,18.4,Cash,2.1,47,2.42,260,1
VMX-19582,VM-222,Bangalore,Hospital,09-07-2025,08:18:00,P-102,Bisleri Water,Drinks,61.79,197,177,20,10936.83,RP-008,Anita,Working,20.1,UPI,4.8,30,2.95,122,1
VMX-19583,VM-051,Bangalore,Metro Station,16-03-2025,09:23:00,P-105,Dettol Wipe,Hygiene,103.15,79,71,8,7323.65,RP-008,Amit,Maintenance,10.8,UPI,4.7,19,2.59,125,1
VMX-19584,VM-258,Bangalore,College,10-07-2025,16:55:00,P-103,Oreo Pack,Snacks,114.65,193,186,7,21324.9,RP-001,Kiran,Working,16.9,UPI,2.4,18,1.9,157,0
VMX-19585,VM-225,Pune,College,21-09-2025,13:11:00,P-109,Doritos,Snacks,137.76,145,129,16,17771.04,RP-018,Anita,Working,13.5,Cash,3.2,9,4.29,176,0
VMX-19586,VM-291,Chennai,Office,01-07-2025,09:08:00,P-101,Pepsi Can,Drinks,16.93,199,188,11,3182.84,RP-012,Rajesh,Maintenance,12.7,Cash,3.9,89,3.43,126,0
VMX-19587,VM-164,Kolkata,Mall,06-01-2025,15:52:00,P-104,Red Bull,Drinks,52.94,52,51,1,2699.94,RP-018,Fatima,Low Power,21.4,UPI,2.3,18,2.67,388,1
VMX-19588,VM-132,Chennai,Office,12-06-2025,02:07:00,P-104,,Drinks,133.55,116,115,1,15358.25,RP-001,Rahul,Low Power,22.6,Cash,3.5,37,3.19,353,1
VMX-19589,VM-032,Mumbai,College,15-04-2025,09:27:00,P-104,Red Bull,Drinks,15.78,66,55,11,867.9,RP-009,Kiran,Low Power,17.2,Cash,4.6,14,2.94,209,0
VMX-19590,VM-107,Bangalore,Metro Station,06-10-2025,02:49:00,P-105,Dettol Wipe,Hygiene,114.52,27,18,9,2061.36,RP-009,Kiran,Working,15.4,Card,4.2,84,1.01,66,1
VMX-19591,VM-140,Delhi,College,14-03-2025,10:06:00,P-106,Snickers Bar,Snacks,89.8,125,117,8,10506.6,RP-004,Rajesh,Low Power,11.2,Cash,2.5,90,2.43,212,0
VMX-19592,VM-036,Chennai,Office,12-02-2025,15:58:00,P-108,Sprite Bottle,Drinks,110.72,132,125,7,13840,RP-008,Mahesh,Maintenance,18.9,UPI,3.1,12,3.02,229,1
VMX-19593,VM-174,Chennai,College,03-01-2025,14:28:00,P-102,Bisleri Water,Drinks,122.61,158,142,16,17410.62,RP-017,Rajesh,Working,10.5,Cash,4.2,6,3.95,239,0
VMX-19594,VM-215,Mumbai,College,16-01-2025,03:27:00,P-106,Snickers Bar,Snacks,66.46,150,132,18,8772.72,RP-012,Deepa,Low Power,11.2,Cash,4.6,98,2.51,225,1
VMX-19595,VM-194,Hyderabad,Mall,06-09-2025,05:42:00,P-104,Red Bull,Drinks,32.34,140,138,2,4462.92,RP-009,Fatima,Maintenance,16.2,UPI,3.3,29,3.75,59,1
VMX-19596,VM-104,Pune,College,02-01-2025,15:07:00,P-106,Snickers Bar,Snacks,107.15,83,77,6,8250.55,RP-012,Kiran,Low Power,12.6,UPI,4.7,48,1.38,353,0
VMX-19597,VM-211,Mumbai,Mall,22-08-2025,01:43:00,P-105,Dettol Wipe,Hygiene,141.14,51,47,4,6633.58,RP-004,Rajesh,Working,17,Card,4.7,62,1.97,439,1
VMX-19598,VM-258,Pune,Mall,08-07-2025,05:03:00,P-106,Snickers Bar,Snacks,66.7,128,118,10,7870.6,RP-006,Suresh,Working,15.7,Cash,3.3,95,4.28,192,1
VMX-19599,VM-098,Hyderabad,Office,29-03-2025,13:20:00,P-108,Sprite Bottle,Drinks,111.07,26,15,11,1666.05,RP-008,Kiran,Working,13.2,Cash,3.7,7,1.99,63,1
VMX-19600,VM-166,Chennai,College,03-03-2025,09:30:00,P-104,Red Bull,Drinks,115.2,180,162,18,18662.4,RP-009,Mahesh,Low Power,14.1,Cash,4.6,50,1.74,219,1
VMX-19601,VM-156,Pune,Metro Station,10-07-2025,00:51:00,P-106,Snickers Bar,Snacks,10.13,22,8,14,81.04,RP-001,Mahesh,Low Power,13.2,Cash,3.1,51,3.24,284,0
VMX-19602,VM-033,Kolkata,Mall,22-02-2025,17:06:00,P-106,Snickers Bar,Snacks,95.17,180,171,9,16274.07,RP-003,Rahul,Maintenance,10.1,Card,2.2,42,1.8,264,1
VMX-19603,VM-103,Mumbai,Metro Station,25-08-2025,22:04:00,P-108,Sprite Bottle,Drinks,57.22,156,156,0,8926.32,RP-004,Deepa,Working,18,Card,3.4,18,3.02,137,0
VMX-19604,VM-264,Hyderabad,Mall,13-06-2025,14:30:00,P-101,Pepsi Can,Drinks,61.64,145,139,6,8567.96,RP-005,Suresh,Working,11.9,Card,4,42,4.75,215,1
VMX-19605,VM-131,Kolkata,College,02-06-2025,17:07:00,P-108,Sprite Bottle,Drinks,89.64,110,103,7,9232.92,RP-015,Amit,Working,10.5,UPI,3.9,55,2.11,496,0
VMX-19606,VM-121,Kolkata,College,22-04-2025,16:24:00,P-104,Red Bull,Drinks,103.26,169,154,15,15902.04,RP-012,Ravi,Maintenance,10.2,UPI,3.9,75,1.94,74,0
VMX-19607,VM-286,Chennai,College,29-06-2025,15:58:00,P-108,Sprite Bottle,Drinks,85.98,176,171,5,14702.58,RP-013,Suresh,Working,15.1,Card,3.3,115,1.99,442,0
VMX-19608,VM-172,Kolkata,College,28-04-2025,07:49:00,P-108,Sprite Bottle,Drinks,74.3,68,55,13,4086.5,RP-018,Ravi,Low Power,16.4,UPI,4.9,41,2.04,488,0
VMX-19609,VM-243,Hyderabad,College,02-05-2025,04:06:00,P-104,Red Bull,Drinks,119.7,130,124,6,14842.8,RP-007,Ravi,Maintenance,20.3,UPI,3.6,4,3.72,240,0
VMX-19610,VM-179,Mumbai,Hospital,06-05-2025,15:27:00,P-108,Sprite Bottle,Drinks,116.87,102,85,17,9933.95,RP-004,Mahesh,Low Power,11.3,Cash,3.9,28,2.19,447,0
VMX-19611,VM-288,Pune,College,30-04-2025,20:38:00,P-107,Colgate Mini,Hygiene,error,132,113,19,5938.15,RP-017,Rajesh,Low Power,17.4,Cash,2.1,52,1.69,122,1
VMX-19612,VM-121,Bangalore,Mall,13-04-2025,13:55:00,P-106,Snickers Bar,Snacks,53.46,88,72,16,3849.12,RP-003,Anita,Low Power,15.4,Cash,3.6,2,1.88,327,1
VMX-19613,VM-130,Delhi,Mall,08-08-2025,21:11:00,P-109,Doritos,Snacks,124.97,86,67,19,8372.99,RP-018,Deepa,Low Power,23,Cash,3.2,111,2.6,245,0
VMX-19614,VM-133,Pune,Mall,28-04-2025,21:58:00,P-108,Sprite Bottle,Drinks,50.31,198,186,12,9357.66,RP-018,Rahul,Low Power,17.8,Card,4,20,4.05,188,1
VMX-19615,VM-084,Kolkata,Hospital,18-09-2025,02:12:00,P-108,Sprite Bottle,Drinks,42.21,42,26,16,1097.46,RP-020,Ravi,Maintenance,22.7,UPI,2.1,62,2.12,154,0
VMX-19616,VM-036,Pune,Hospital,23-08-2025,20:15:00,P-104,Red Bull,Drinks,138.61,158,143,15,19821.23,RP-014,Fatima,Maintenance,20.2,Cash,5,10,1.27,367,0
VMX-19617,VM-157,Chennai,College,29-09-2025,08:51:00,P-107,Colgate Mini,Hygiene,64.09,32,23,9,1474.07,RP-014,Fatima,Maintenance,14,UPI,3,57,3.62,63,1
VMX-19618,VM-187,Chennai,College,16-03-2025,15:55:00,P-107,Colgate Mini,Hygiene,87.11,139,130,9,11324.3,RP-016,Amit,Low Power,12.3,UPI,4.7,39,3.08,189,0
VMX-19619,VM-069,Kolkata,Office,27-01-2025,06:28:00,P-107,Colgate Mini,Hygiene,67.78,160,142,18,9624.76,RP-005,Anita,Low Power,19.4,UPI,4.7,41,4.03,350,0
VMX-19620,VM-274,Mumbai,Hospital,01-06-2025,09:05:00,P-106,Snickers Bar,Snacks,49.37,127,112,15,5529.44,RP-016,Anita,Working,21.4,UPI,2,68,4.55,500,1
VMX-19621,VM-039,Hyderabad,Office,15-03-2025,18:43:00,P-108,Sprite Bottle,Drinks,90.98,155,144,11,13101.12,RP-016,Deepa,Low Power,21.7,UPI,4,58,3.23,404,0
VMX-19622,VM-283,Hyderabad,College,31-03-2025,08:11:00,P-109,Doritos,Snacks,145.09,153,151,2,21908.59,RP-007,Suresh,Low Power,15.5,UPI,2.7,20,3.74,134,1
VMX-19623,VM-086,Chennai,Hospital,18-07-2025,22:13:00,P-100,Lays Classic,Snacks,109.57,115,113,2,12381.41,RP-007,Mahesh,Low Power,18,Cash,4.1,34,1.23,438,1
VMX-19624,VM-241,Chennai,College,18-05-2025,12:30:00,P-102,Bisleri Water,Drinks,48.47,56,39,17,1890.33,RP-010,Mahesh,Maintenance,18.9,UPI,4,73,2.04,177,0
VMX-19625,VM-120,Pune,Mall,12-08-2025,04:20:00,P-108,Sprite Bottle,Drinks,127.97,79,75,4,9597.75,RP-004,Suresh,Low Power,12.8,Card,3.6,29,3.2,298,1
VMX-19626,VM-135,Kolkata,Metro Station,05-10-2025,05:22:00,P-100,Lays Classic,Snacks,84.13,121,118,3,9927.34,RP-009,Rahul,Working,19,Cash,2.1,105,2.46,475,0
VMX-19627,VM-161,Delhi,College,20-04-2025,00:36:00,P-106,Snickers Bar,Snacks,65.04,167,166,1,10796.64,RP-003,Fatima,Low Power,14.1,UPI,3.3,5,2.83,322,0
VMX-19628,VM-154,Delhi,Office,12-08-2025,18:25:00,P-106,Snickers Bar,Snacks,140.35,151,143,8,20070.05,RP-019,Amit,Maintenance,11.7,Card,4.5,21,3.09,392,0
VMX-19629,VM-209,Bangalore,College,23-05-2025,14:19:00,P-101,Pepsi Can,Drinks,69.28,73,64,9,4433.92,RP-004,Suresh,Working,24.2,UPI,4.9,68,2.3,264,1
VMX-19630,VM-106,Chennai,College,20-05-2025,17:13:00,P-103,Oreo Pack,Snacks,23.56,48,39,9,918.84,RP-010,Anita,Maintenance,13.2,Card,5,53,3.75,374,1
VMX-19631,VM-152,Kolkata,Hospital,15-03-2025,04:37:00,P-107,Colgate Mini,Hygiene,67.97,91,72,19,4893.84,RP-020,Rahul,Working,15.1,Cash,4.2,46,1.5,421,0
VMX-19632,VM-216,Delhi,Metro Station,24-06-2025,07:47:00,P-109,Doritos,Snacks,93.76,69,64,5,6000.64,RP-006,Rahul,Working,24.6,Card,4.2,29,2.61,318,0
VMX-19633,VM-294,Delhi,Mall,27-05-2025,22:50:00,P-109,Doritos,Snacks,83.96,182,168,14,14105.28,RP-013,Fatima,Maintenance,19.6,UPI,2.8,26,2.41,302,1
VMX-19634,VM-058,Pune,Metro Station,03-01-2025,09:22:00,P-101,Pepsi Can,Drinks,72.93,101,91,10,6636.63,RP-012,Ravi,Working,20.8,Cash,3.5,44,4.22,194,0
VMX-19635,VM-039,Pune,Metro Station,08-04-2025,17:54:00,P-105,Dettol Wipe,Hygiene,31.38,158,158,0,4958.04,RP-018,Deepa,Maintenance,12.7,Card,3.4,8,1.25,357,1
VMX-19636,VM-167,Bangalore,Mall,02-03-2025,08:47:00,P-105,Dettol Wipe,Hygiene,148.39,189,189,0,28045.71,RP-011,Fatima,Maintenance,10,Card,2.8,114,4.37,407,1
VMX-19637,VM-069,Chennai,Mall,09-04-2025,22:16:00,P-101,Pepsi Can,Drinks,15.55,67,59,8,917.45,RP-004,Suresh,Maintenance,11.8,UPI,3.5,70,2.15,460,0
VMX-19638,VM-061,Mumbai,Hospital,25-07-2025,23:04:00,P-102,Bisleri Water,Drinks,85.52,155,141,14,12058.32,RP-014,Kiran,Low Power,22,UPI,4.1,84,3.53,396,0
VMX-19639,VM-262,Delhi,College,02-02-2025,09:20:00,P-102,Bisleri Water,Drinks,63.93,65,45,20,2876.85,RP-009,Rahul,Low Power,12.9,UPI,4.7,42,1.9,164,0
VMX-19640,VM-217,Hyderabad,Mall,09-07-2025,09:41:00,P-101,Pepsi Can,Drinks,84.36,50,37,13,3121.32,RP-019,Suresh,Working,14.4,Card,2.5,33,3.4,225,1
VMX-19641,VM-003,Bangalore,Office,03-07-2025,04:47:00,P-107,Colgate Mini,Hygiene,45.91,102,83,19,3810.53,RP-004,Amit,Low Power,24.9,Cash,4.6,2,3.43,177,0
VMX-19642,VM-067,Bangalore,Mall,15-07-2025,01:01:00,P-101,Pepsi Can,Drinks,75.08,31,25,6,1877,RP-006,Suresh,Maintenance,20.2,Cash,3.2,120,1.65,452,0
VMX-19643,VM-145,Kolkata,Office,04-05-2025,04:04:00,P-103,Oreo Pack,Snacks,120.01,28,13,15,1560.13,RP-014,Rajesh,Working,22.5,UPI,4.4,89,2.37,159,1
VMX-19644,VM-072,Hyderabad,Mall,12-05-2025,16:39:00,P-109,Doritos,Snacks,118.7,82,64,18,7596.8,RP-002,Kiran,Low Power,17.1,Card,4.6,117,3.14,450,1
VMX-19645,VM-202,Bangalore,Metro Station,07-07-2025,19:25:00,P-105,Dettol Wipe,Hygiene,106.03,66,49,17,5195.47,RP-014,Mahesh,Working,11.3,Cash,3.3,37,3.09,50,0
VMX-19646,VM-216,Bangalore,College,27-04-2025,17:52:00,P-106,Snickers Bar,Snacks,36.47,181,165,16,6017.55,RP-019,Amit,Working,21,UPI,2.9,53,4.27,290,1
VMX-19647,VM-198,Chennai,Office,09-07-2025,19:15:00,P-102,Bisleri Water,Drinks,34.84,129,115,14,4006.6,RP-020,Fatima,Maintenance,11.2,Cash,2.6,119,3.16,459,0
VMX-19648,VM-113,Chennai,College,12-09-2025,09:36:00,P-106,Snickers Bar,Snacks,41.97,192,192,0,8058.24,RP-018,Ravi,Maintenance,23,Card,4.7,87,1.24,212,1
VMX-19649,VM-204,Pune,Mall,27-05-2025,14:21:00,P-103,Oreo Pack,Snacks,136.89,189,171,18,23408.19,RP-018,Rahul,Low Power,15.3,UPI,2.6,37,1.28,366,0
VMX-19650,VM-292,Mumbai,Office,05-07-2025,13:05:00,P-100,Lays Classic,Snacks,129.96,119,112,7,14555.52,RP-005,Kiran,Working,13.2,Card,4,13,1.46,63,0
VMX-19651,VM-272,Mumbai,Mall,03-07-2025,15:38:00,P-107,Colgate Mini,Hygiene,82.33,130,110,20,9056.3,RP-009,Mahesh,Maintenance,20.5,UPI,2.1,70,1.17,463,1
VMX-19652,VM-251,Bangalore,Hospital,15-08-2025,23:24:00,P-106,Snickers Bar,Snacks,12.44,88,82,6,1020.08,RP-018,Ravi,Low Power,22.5,Cash,3.4,36,1.82,112,1
VMX-19653,VM-008,Bangalore,Metro Station,13-01-2025,09:15:00,P-101,Pepsi Can,Drinks,147.84,42,34,8,5026.56,RP-020,Rajesh,Low Power,24.5,Cash,3.7,79,3.72,275,0
VMX-19654,VM-090,Mumbai,Metro Station,26-01-2025,16:31:00,P-106,Snickers Bar,Snacks,77.55,122,118,4,9150.9,RP-010,Anita,Working,11.8,Cash,2.8,89,2.03,307,0
VMX-19655,VM-250,Hyderabad,Mall,14-02-2025,22:52:00,P-104,Red Bull,Drinks,88.56,173,161,12,14258.16,RP-012,Rajesh,Low Power,20.9,UPI,3.3,119,1.58,408,1
